#,0,1
1,29.15224478,26.84363941
2,26.96189171,29.26340132
3,0,0
4,23.73370331,26.43202302
5,26.32775853,23.3313804
6,0,28.03479509
7,28.77687935,24.13368296
8,24.12194063,0
9,26.09673171,20.96845219
10,20.75321167,25.59132156
11,0,0
12,33.11161924,29.9654979
13,29.90513765,33.34155182
14,0,28.00020706
15,27.45146044,31.76439927
16,31.52812407,0
17,0,30.31318488
18,30.35697589,0
19,0,0
20,28.40673695,0
21,0,28.22259474
22,0,0
23,0,27.77164731
24,27.85005917,0
25,0,24.65297034
26,25.64017268,0
27,0,0
28,26.01711272,28.84211117
29,29.20866838,26.32173062
30,0,26.28395823
31,26.96415937,18.71030385
32,23.72282012,0
33,37.04254806,34.69285707
34,34.32679222,37.94232963
35,0,0
36,22.46054068,32.41250824
37,32.14734585,22.25139771
38,0,0
39,0,33.32204817
40,33.19314656,0
41,25.60152854,20.28064602
42,20.01322299,25.35022701
43,0,0
44,0,37.75122553
45,35.9927941,0
46,0,28.29107483
47,27.17703372,32.29198821
48,31.99294091,0
49,0,0
50,0,0
51,0,0
52,28.95540964,0
53,0,29.39286054
54,0,0
55,0,37.00072871
56,37.93768,0
57,0,29.65738128
58,30.42631561,0
59,0,0
60,0,36.27229645
61,0,35.31561204
62,0,33.35069025
63,33.62526798,16.12365802
64,24.62905306,0
65,35.33148007,32.984969
66,33.12409023,34.96116319
67,0,0
68,22.62981634,23.80510416
69,22.75954947,22.25685114
70,0,35.35586802
71,0,30.33311657
72,30.19987232,0
73,24.48663093,19.77987455
74,19.56461786,24.00535286
75,0,0
76,0,35.96390463
77,35.35881349,0
78,0,24.81552673
79,23.65100003,31.3484397
80,31.46046175,0
81,0,0
82,0,0
83,0,0
84,0,27.9087928